logic_id,platform,console_scope,console_csv,format_profile,system,subsystem,equipment,source_class,source_tag_ids,source_model_variables,derived_signal,alarm_type,alarm_text_ko,condition_expression,threshold_basis,threshold_value,threshold_unit,threshold_direction,delay_s,hysteresis,priority_rank,display_priority,display_color_ko,display_hex,latching,ack_required,shelvable,trip_action,enabled_default,editable,assumption_class,data_origin,validation_status,implementation_readiness,source_url,note_ko,source_platform,source_system,legacy_condition_expression,legacy_threshold_basis,legacy_threshold_value,legacy_threshold_unit,calibration_signal,calibration_nominal_value,calibration_source_file,calibration_window_s,absolute_conversion_status,logic_enable_reason
AL-0014,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,IP HRSG,IP Drum,M-V_DIRECT,TSP.MV.IP_DRUM.P,IP_Drum.P,P,TRIP,IP Drum 과압 Trip,IP_Drum.P > 2875000 Pa for 1 s,ABSOLUTE_MODEL_VALUE,2875000,Pa,HIGH,1,0 Pa,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_IP_HRSG_TRIP,TRUE,TRUE,A-L,VIRTUAL_MODEL_PRETRIP_CALIBRATION,MODEL_SIGNAL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_ABSOLUTE_MODEL_VALUE,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.Volumes.DynamicDrum.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,P > PRE_EVENT_BASELINE * 1.15 for 1 s,PRE_EVENT_BASELINE_RATIO,1.15,ratio_to_baseline,IP_Drum.P,2500000,GT_TRIP_RAW_DATA_0.1s_0-40s.csv,0-10,CALIBRATED_MODEL_DIRECT,Direct model quantity and physical unit available
AL-0015,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,IP HRSG,IP Drum,M-V_DIRECT,TSP.DRUM.IP.LEVEL,BallonMP.zl,ip_drum_level_mm,TRIP,IP Drum 레벨 고고 Trip,ip_drum_level_mm > 1300.000017 mm for 3 s,ABSOLUTE_MODEL_LEVEL,1300.000017,mm,HIGH,3,20 mm,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_IP_HRSG_TRIP,TRUE,TRUE,A-L,THERMOSYSPRO_DIRECT_LEVEL_CALIBRATION,MODEL_LEVEL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_AFTER_M_TO_MM_ADAPTER,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.Volumes.DynamicDrum.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,normalized_level(Vl) > 0.85 for 3 s,NORMALIZED_SPAN,0.85,fraction_of_span,BallonMP.zl,1050.000017,LOCAL_thermosyspro-raw.csv,0-50,CALIBRATED_MODEL_LEVEL_MM,Direct ThermoSysPro drum level converted from m to mm
AL-0016,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,IP HRSG,IP Drum,M-V_DIRECT,TSP.DRUM.IP.LEVEL,BallonMP.zl,ip_drum_level_mm,TRIP,IP Drum 레벨 저저 Trip,ip_drum_level_mm < 800.0000174 mm for 3 s,ABSOLUTE_MODEL_LEVEL,800.0000174,mm,LOW,3,20 mm,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_IP_HRSG_TRIP,TRUE,TRUE,A-L,THERMOSYSPRO_DIRECT_LEVEL_CALIBRATION,MODEL_LEVEL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_AFTER_M_TO_MM_ADAPTER,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.Volumes.DynamicDrum.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,normalized_level(Vl) < 0.15 for 3 s,NORMALIZED_SPAN,0.15,fraction_of_span,BallonMP.zl,1050.000017,LOCAL_thermosyspro-raw.csv,0-50,CALIBRATED_MODEL_LEVEL_MM,Direct ThermoSysPro drum level converted from m to mm
AL-0017,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,IP HRSG,IP Evaporator,M-V_DIRECT,TSP.MV.IP_EVAPORATOR.WS.Q_1,IP_Evaporator.TwoPhaseFlowPipe.Q[1],Q,TRIP,IP Evaporator 순환유량 저저 Trip,IP_Evaporator.TwoPhaseFlowPipe.Q[1] < 35 kg/s for 5 s,ABSOLUTE_MODEL_VALUE,35,kg/s,LOW,5,0 kg/s,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_HRSG_TRIP,TRUE,TRUE,A-L,VIRTUAL_MODEL_PRETRIP_CALIBRATION,MODEL_SIGNAL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_ABSOLUTE_MODEL_VALUE,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.HeatExchangers.DynamicTwoPhaseFlowPipe.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,Q < PRE_EVENT_BASELINE * 0.35 for 5 s,PRE_EVENT_BASELINE_RATIO,0.35,ratio_to_baseline,IP_Evaporator.TwoPhaseFlowPipe.Q[1],100,GT_TRIP_RAW_DATA_0.1s_0-40s.csv,0-10,CALIBRATED_MODEL_DIRECT,Direct model quantity and physical unit available
AL-0018,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,IP HRSG,IP Superheater 3,M-V_CALCULATED,TSP.MV.IP_SUPERHEATER_3.WS.P_4;TSP.MV.IP_SUPERHEATER_3.WS.H_4,IP_SuperHeater_3.TwoPhaseFlowPipe.P[4];IP_SuperHeater_3.TwoPhaseFlowPipe.h[4],"T_ph(P,h)",TRIP,IP Superheater 3 출구 증기온도 Trip,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,HIGH,2,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_HRSG_TRIP,FALSE,TRUE,A-L,THERMOSYSPRO_MODEL+ASSUMED_LOGIC,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.HeatExchangers.DynamicTwoPhaseFlowPipe.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,"T_ph(P,h) > PRE_EVENT_BASELINE * 1.08 for 2 s",PRE_EVENT_BASELINE_RATIO,1.08,ratio_to_baseline,,,,,DEFERRED_PROPERTY_CALCULATION,P/h property output must be exported and calculated in physical units
AL-0019,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,LP HRSG,LP Drum,M-V_DIRECT,TSP.MV.LP_DRUM.P,LP_Drum.P,P,TRIP,LP Drum 과압 Trip,LP_Drum.P > 460000 Pa for 1 s,ABSOLUTE_MODEL_VALUE,460000,Pa,HIGH,1,0 Pa,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_LP_HRSG_TRIP,TRUE,TRUE,A-L,VIRTUAL_MODEL_PRETRIP_CALIBRATION,MODEL_SIGNAL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_ABSOLUTE_MODEL_VALUE,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.Volumes.DynamicDrum.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,P > PRE_EVENT_BASELINE * 1.15 for 1 s,PRE_EVENT_BASELINE_RATIO,1.15,ratio_to_baseline,LP_Drum.P,400000,GT_TRIP_RAW_DATA_0.1s_0-40s.csv,0-10,CALIBRATED_MODEL_DIRECT,Direct model quantity and physical unit available
AL-0020,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,LP HRSG,LP Drum,M-V_DIRECT,TSP.DRUM.LP.LEVEL,BallonBP.zl,lp_drum_level_mm,TRIP,LP Drum 레벨 고고 Trip,lp_drum_level_mm > 2000.117791 mm for 3 s,ABSOLUTE_MODEL_LEVEL,2000.117791,mm,HIGH,3,20 mm,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_LP_HRSG_TRIP,TRUE,TRUE,A-L,THERMOSYSPRO_DIRECT_LEVEL_CALIBRATION,MODEL_LEVEL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_AFTER_M_TO_MM_ADAPTER,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.Volumes.DynamicDrum.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,normalized_level(Vl) > 0.85 for 3 s,NORMALIZED_SPAN,0.85,fraction_of_span,BallonBP.zl,1750.117791,LOCAL_thermosyspro-raw.csv,0-50,CALIBRATED_MODEL_LEVEL_MM,Direct ThermoSysPro drum level converted from m to mm
AL-0021,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,LP HRSG,LP Drum,M-V_DIRECT,TSP.DRUM.LP.LEVEL,BallonBP.zl,lp_drum_level_mm,TRIP,LP Drum 레벨 저저 Trip,lp_drum_level_mm < 1500.117791 mm for 3 s,ABSOLUTE_MODEL_LEVEL,1500.117791,mm,LOW,3,20 mm,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_LP_HRSG_TRIP,TRUE,TRUE,A-L,THERMOSYSPRO_DIRECT_LEVEL_CALIBRATION,MODEL_LEVEL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_AFTER_M_TO_MM_ADAPTER,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.Volumes.DynamicDrum.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,normalized_level(Vl) < 0.15 for 3 s,NORMALIZED_SPAN,0.15,fraction_of_span,BallonBP.zl,1750.117791,LOCAL_thermosyspro-raw.csv,0-50,CALIBRATED_MODEL_LEVEL_MM,Direct ThermoSysPro drum level converted from m to mm
AL-0022,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,LP HRSG,LP Evaporator,M-V_DIRECT,TSP.MV.LP_EVAPORATOR.WS.Q_1,LP_Evaporator.TwoPhaseFlowPipe.Q[1],Q,TRIP,LP Evaporator 순환유량 저저 Trip,LP_Evaporator.TwoPhaseFlowPipe.Q[1] < 35 kg/s for 5 s,ABSOLUTE_MODEL_VALUE,35,kg/s,LOW,5,0 kg/s,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_HRSG_TRIP,TRUE,TRUE,A-L,VIRTUAL_MODEL_PRETRIP_CALIBRATION,MODEL_SIGNAL_VERIFIED_ABSOLUTE_THRESHOLD_CALIBRATED,READY_ABSOLUTE_MODEL_VALUE,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.HeatExchangers.DynamicTwoPhaseFlowPipe.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,Q < PRE_EVENT_BASELINE * 0.35 for 5 s,PRE_EVENT_BASELINE_RATIO,0.35,ratio_to_baseline,LP_Evaporator.TwoPhaseFlowPipe.Q[1],100,GT_TRIP_RAW_DATA_0.1s_0-40s.csv,0-10,CALIBRATED_MODEL_DIRECT,Direct model quantity and physical unit available
AL-0023,DCS2,HRSG,dcs2.csv,ABB_HRSG_BOP,HRSG,LP HRSG,LP Superheater,M-V_CALCULATED,TSP.MV.LP_SUPERHEATER.WS.P_4;TSP.MV.LP_SUPERHEATER.WS.H_4,LP_SuperHeater.TwoPhaseFlowPipe.P[4];LP_SuperHeater.TwoPhaseFlowPipe.h[4],"T_ph(P,h)",TRIP,LP Superheater 출구 증기온도 Trip,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,HIGH,2,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_HRSG_TRIP,FALSE,TRUE,A-L,THERMOSYSPRO_MODEL+ASSUMED_LOGIC,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,https://build.openmodelica.org/Documentation/ThermoSysPro.WaterSteam.HeatExchangers.DynamicTwoPhaseFlowPipe.html,원시 변수명은 공개 빌드 로그로 확인. 임계값·지연·히스테리시스는 시연용 A-L 가정이며 현장 기준으로 교체 필요.,DCS2,HRSG,"T_ph(P,h) > PRE_EVENT_BASELINE * 1.08 for 2 s",PRE_EVENT_BASELINE_RATIO,1.08,ratio_to_baseline,,,,,DEFERRED_PROPERTY_CALCULATION,P/h property output must be exported and calculated in physical units
AL-0026,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Essential Bus,Essential Bus,A-L_SCENARIO,,,BOOLEAN_EVENT,TRIP,필수모선 정전,ESS_BUS_DEAD == TRUE,BOOLEAN_EVENT,,,EVENT,0,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,START_EDG_AND_TRANSFER,TRUE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,SCENARIO_ONLY_UNVERIFIED,SCENARIO_SOURCE_REQUIRED,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,시연용 A-L 이벤트 정의. 실제 DCS/ECMS 태그가 확보되면 1:1 매핑 필요.,ECMS,Electrical,ESS_BUS_DEAD == TRUE,BOOLEAN_EVENT,,,,,,,UNCHANGED_DISCRETE_OR_ABSOLUTE,"Boolean, time, count, quality, or existing absolute rule"
AL-0901,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator Protection,GEN Frequency,A-L_SCENARIO,ECMS.GEN.OVERFREQ_TRIP,,frequency,TRIP,GEN Frequency 과주파수 TRIP,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,HIGH,1,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,OPEN_GENERATOR_BREAKER,FALSE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,,시연용 A-L 후보. 태그명·비율 임계값은 가정이며 실제 제작사/현장 태그와 설정값으로 교체 필요.,ECMS,Electrical,frequency > PRE_EVENT_BASELINE * 1.08 for 1 s,PRE_EVENT_BASELINE_RATIO,1.08,ratio_to_baseline,,,,,DEFERRED_SCENARIO_SENSOR,Scenario-only sensor is not a solved model quantity
AL-0902,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator Protection,GEN Frequency,A-L_SCENARIO,ECMS.GEN.UNDERFREQ_TRIP,,frequency,TRIP,GEN Frequency 저주파수 TRIP,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,LOW,2,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,OPEN_GENERATOR_BREAKER,FALSE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,,시연용 A-L 후보. 태그명·비율 임계값은 가정이며 실제 제작사/현장 태그와 설정값으로 교체 필요.,ECMS,Electrical,frequency < PRE_EVENT_BASELINE * 0.92 for 2 s,PRE_EVENT_BASELINE_RATIO,0.92,ratio_to_baseline,,,,,DEFERRED_SCENARIO_SENSOR,Scenario-only sensor is not a solved model quantity
AL-0903,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator Protection,GEN Neutral Current,A-L_SCENARIO,ECMS.GEN.NEUTRAL_TRIP,,neutral_current,TRIP,GEN Neutral Current 지락전류 TRIP,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,HIGH,1,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,OPEN_GENERATOR_BREAKER,FALSE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,,시연용 A-L 후보. 태그명·비율 임계값은 가정이며 실제 제작사/현장 태그와 설정값으로 교체 필요.,ECMS,Electrical,neutral_current > PRE_EVENT_BASELINE * 1.5 for 1 s,PRE_EVENT_BASELINE_RATIO,1.5,ratio_to_baseline,,,,,DEFERRED_SCENARIO_SENSOR,Scenario-only sensor is not a solved model quantity
AL-0899,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator Protection,GEN Terminal Voltage,A-L_SCENARIO,ECMS.GEN.VOLT_TRIP,,voltage,TRIP,GEN Terminal Voltage 과전압 TRIP,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,HIGH,1,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,OPEN_GENERATOR_BREAKER,FALSE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,,시연용 A-L 후보. 태그명·비율 임계값은 가정이며 실제 제작사/현장 태그와 설정값으로 교체 필요.,ECMS,Electrical,voltage > PRE_EVENT_BASELINE * 1.15 for 1 s,PRE_EVENT_BASELINE_RATIO,1.15,ratio_to_baseline,,,,,DEFERRED_SCENARIO_SENSOR,Scenario-only sensor is not a solved model quantity
AL-0900,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator Protection,GEN Terminal Voltage,A-L_SCENARIO,ECMS.GEN.UNDERVOLT_TRIP,,voltage,TRIP,GEN Terminal Voltage 저전압 TRIP,DISABLED_UNTIL_ABSOLUTE_PHYSICAL_SIGNAL_AVAILABLE,ABSOLUTE_VALUE_PENDING,,,LOW,2,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,OPEN_GENERATOR_BREAKER,FALSE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,ABSOLUTE_PHYSICAL_VALUE_NOT_AVAILABLE,DISABLED_PENDING_PHYSICAL_OUTPUT,,시연용 A-L 후보. 태그명·비율 임계값은 가정이며 실제 제작사/현장 태그와 설정값으로 교체 필요.,ECMS,Electrical,voltage < PRE_EVENT_BASELINE * 0.8 for 2 s,PRE_EVENT_BASELINE_RATIO,0.8,ratio_to_baseline,,,,,DEFERRED_SCENARIO_SENSOR,Scenario-only sensor is not a solved model quantity
AL-0003,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator / Generator Protection,Generator,A-L_SCENARIO,,,BOOLEAN_EVENT,TRIP,발전기 차동보호 Trip,GEN_DIFF_TRIP == TRUE,BOOLEAN_EVENT,,,EVENT,0,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,OPEN_GENERATOR_BREAKER,TRUE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,SCENARIO_ONLY_UNVERIFIED,SCENARIO_SOURCE_REQUIRED,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,시연용 A-L 이벤트 정의. 실제 DCS/ECMS 태그가 확보되면 1:1 매핑 필요.,DCS1,Generator,GEN_DIFF_TRIP == TRUE,BOOLEAN_EVENT,,,,,,,UNCHANGED_DISCRETE_OR_ABSOLUTE,"Boolean, time, count, quality, or existing absolute rule"
AL-0027,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Generator Breaker,Generator CB,A-L_SCENARIO,,,BOOLEAN_EVENT,TRIP,발전기 차단기 보호개방,GEN_CB_PROTECTION_OPEN == TRUE,BOOLEAN_EVENT,,,EVENT,0,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,ISOLATE_GENERATOR,TRUE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,SCENARIO_ONLY_UNVERIFIED,SCENARIO_SOURCE_REQUIRED,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,시연용 A-L 이벤트 정의. 실제 DCS/ECMS 태그가 확보되면 1:1 매핑 필요.,ECMS,Electrical,GEN_CB_PROTECTION_OPEN == TRUE,BOOLEAN_EVENT,,,,,,,UNCHANGED_DISCRETE_OR_ABSOLUTE,"Boolean, time, count, quality, or existing absolute rule"
AL-0028,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Main Transformer,Main Transformer,A-L_SCENARIO,,,BOOLEAN_EVENT,TRIP,주변압기 보호 Trip,MAIN_TR_PROTECTION_TRIP == TRUE,BOOLEAN_EVENT,,,EVENT,0,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,ISOLATE_MAIN_TRANSFORMER,TRUE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,SCENARIO_ONLY_UNVERIFIED,SCENARIO_SOURCE_REQUIRED,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,시연용 A-L 이벤트 정의. 실제 DCS/ECMS 태그가 확보되면 1:1 매핑 필요.,ECMS,Electrical,MAIN_TR_PROTECTION_TRIP == TRUE,BOOLEAN_EVENT,,,,,,,UNCHANGED_DISCRETE_OR_ABSOLUTE,"Boolean, time, count, quality, or existing absolute rule"
AL-0029,ECMS,ELECTRICAL,ECMS.csv,ECMS_SOE,Electrical,Station Blackout,Station Service,A-L_SCENARIO,,,BOOLEAN_EVENT,TRIP,Station Blackout,STATION_BLACKOUT == TRUE,BOOLEAN_EVENT,,,EVENT,0,manual reset,1,CRITICAL,빨강,#FF3B30,TRUE,TRUE,FALSE,INITIATE_BLACKOUT_SEQUENCE,TRUE,TRUE,A-L,DEMO_SCENARIO_ASSUMED,SCENARIO_ONLY_UNVERIFIED,SCENARIO_SOURCE_REQUIRED,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,시연용 A-L 이벤트 정의. 실제 DCS/ECMS 태그가 확보되면 1:1 매핑 필요.,ECMS,Electrical,STATION_BLACKOUT == TRUE,BOOLEAN_EVENT,,,,,,,UNCHANGED_DISCRETE_OR_ABSOLUTE,"Boolean, time, count, quality, or existing absolute rule"
AL-0740,DCS1,GT,dcs1.csv,SIEMENS_GT_ST,GT,GT Bearings,GT Bearing 1,A-L_UNLINKED_OPTIONAL,DCS1.GT.BRG1.VIB,,vibration,HH,GT Bearing 1 진동 HH 알람,EXCLUDED_UNTIL_INPUT_BOUND,ABSOLUTE_VALUE_PENDING,,,HIGH,2,0.02 ratio,2,HIGH,주황,#FF9500,FALSE,TRUE,TRUE,NONE,FALSE,TRUE,A-L,UNLINKED_CANDIDATE,EXCLUDED_MISSING_INPUT,EXCLUDED_UNTIL_INPUT_BOUND,,모델 입력 미연동으로 활성 실행·검증에서 제외. 입력·단위·절대 설정값 확보 후 복원 가능.,DCS1,Gas Turbine,vibration > PRE_EVENT_BASELINE * 1.4,PRE_EVENT_BASELINE_RATIO,1.4,ratio_to_baseline,,,,,UNLINKED_OPTIONAL_SIGNAL,No bound model input; excluded from active and validation scope
AL-0742,DCS1,GT,dcs1.csv,SIEMENS_GT_ST,GT,GT Bearings,GT Bearing 1,A-L_UNLINKED_OPTIONAL,DCS1.GT.BRG1.METAL_TEMP,,metal_temperature,HH,GT Bearing 1 메탈온도 HH 알람,EXCLUDED_UNTIL_INPUT_BOUND,ABSOLUTE_VALUE_PENDING,,,HIGH,2,0.02 ratio,2,HIGH,주황,#FF9500,FALSE,TRUE,TRUE,NONE,FALSE,TRUE,A-L,UNLINKED_CANDIDATE,EXCLUDED_MISSING_INPUT,EXCLUDED_UNTIL_INPUT_BOUND,,모델 입력 미연동으로 활성 실행·검증에서 제외. 입력·단위·절대 설정값 확보 후 복원 가능.,DCS1,Gas Turbine,metal_temperature > PRE_EVENT_BASELINE * 1.1,PRE_EVENT_BASELINE_RATIO,1.1,ratio_to_baseline,,,,,UNLINKED_OPTIONAL_SIGNAL,No bound model input; excluded from active and validation scope
AL-0744,DCS1,GT,dcs1.csv,SIEMENS_GT_ST,GT,GT Bearings,GT Bearing 2,A-L_UNLINKED_OPTIONAL,DCS1.GT.BRG2.VIB,,vibration,HH,GT Bearing 2 진동 HH 알람,EXCLUDED_UNTIL_INPUT_BOUND,ABSOLUTE_VALUE_PENDING,,,HIGH,2,0.02 ratio,2,HIGH,주황,#FF9500,FALSE,TRUE,TRUE,NONE,FALSE,TRUE,A-L,UNLINKED_CANDIDATE,EXCLUDED_MISSING_INPUT,EXCLUDED_UNTIL_INPUT_BOUND,,모델 입력 미연동으로 활성 실행·검증에서 제외. 입력·단위·절대 설정값 확보 후 복원 가능.,DCS1,Gas Turbine,vibration > PRE_EVENT_BASELINE * 1.4,PRE_EVENT_BASELINE_RATIO,1.4,ratio_to_baseline,,,,,UNLINKED_OPTIONAL_SIGNAL,No bound model input; excluded from active and validation scope
AL-0746,DCS1,GT,dcs1.csv,SIEMENS_GT_ST,GT,GT Bearings,GT Bearing 2,A-L_UNLINKED_OPTIONAL,DCS1.GT.BRG2.METAL_TEMP,,metal_temperature,HH,GT Bearing 2 메탈온도 HH 알람,EXCLUDED_UNTIL_INPUT_BOUND,ABSOLUTE_VALUE_PENDING,,,HIGH,2,0.02 ratio,2,HIGH,주황,#FF9500,FALSE,TRUE,TRUE,NONE,FALSE,TRUE,A-L,UNLINKED_CANDIDATE,EXCLUDED_MISSING_INPUT,EXCLUDED_UNTIL_INPUT_BOUND,,모델 입력 미연동으로 활성 실행·검증에서 제외. 입력·단위·절대 설정값 확보 후 복원 가능.,DCS1,Gas Turbine,metal_temperature > PRE_EVENT_BASELINE * 1.1,PRE_EVENT_BASELINE_RATIO,1.1,ratio_to_baseline,,,,,UNLINKED_OPTIONAL_SIGNAL,No bound model input; excluded from active and validation scope
