raw_tag_id,system,equipment_id,signal_role,data_type,unit,description_ko,description_en,canonical_tag,local_display_alias,scope_class,writable,scenario_lab_role,analysis_policy,unit_status,interpretation_method,source_url,source_commit,is_native,live_existence,live_variant_type,live_node_id
vppCondenserSteamVolume.Cs.b,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppCondenserSteamVolume 커넥터 방향 검증용 Boolean 의사변수 b,vppCondenserSteamVolume connector Boolean pseudo-variable b for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000291)
vppCondenserSteamVolume.Cs.h,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,J/kg,응축기 입구 증기 혼합 체적 출구 포트 비엔탈피,Condenser inlet steam mixing volume outlet port specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002753)
vppCondenserSteamVolume.Cs.h_vol,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,J/kg,응축기 입구 증기 혼합 체적 출구 포트 체적측 비엔탈피 상태,Condenser inlet steam mixing volume outlet port specific enthalpy volume-side state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002754)
vppCondenserSteamVolume.P,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,Pa,응축기 입구 증기 혼합 체적 압력,Condenser inlet steam mixing volume pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002755)
vppCondenserSteamVolume.Pthermo,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,Pa,응축기 입구 증기 혼합 체적 물성계산용 압력,Condenser inlet steam mixing volume pressure used for property evaluation,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011924)
vppCondenserSteamVolume.T,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,K,응축기 입구 증기 혼합 체적 온도,Condenser inlet steam mixing volume temperature,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002756)
vppCondenserSteamVolume.h,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,J/kg,응축기 입구 증기 혼합 체적 비엔탈피,Condenser inlet steam mixing volume specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100000249)
vppCondenserSteamVolume.pro.T,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,K,응축기 입구 증기 혼합 체적 온도,Condenser inlet steam mixing volume temperature,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002757)
vppCondenserSteamVolume.pro.cp,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,J/(kg.K),응축기 입구 증기 혼합 체적 정압비열,Condenser inlet steam mixing volume specific heat capacity at constant pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011925)
vppCondenserSteamVolume.pro.d,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,kg/m3,응축기 입구 증기 혼합 체적 밀도,Condenser inlet steam mixing volume density,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011926)
vppCondenserSteamVolume.pro.ddhp,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,kg2/(m3.J),vppCondenserSteamVolume 물성값: 밀도의 비엔탈피 편미분(압력 일정),vppCondenserSteamVolume thermophysical property: density derivative with respect to specific enthalpy at constant pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_THERMOPROPERTIES_PH,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011927)
vppCondenserSteamVolume.pro.ddph,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,kg/(m3.Pa),vppCondenserSteamVolume 물성값: 밀도의 압력 편미분(비엔탈피 일정),vppCondenserSteamVolume thermophysical property: density derivative with respect to pressure at constant specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_THERMOPROPERTIES_PH,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011928)
vppCondenserSteamVolume.pro.duhp,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,1,vppCondenserSteamVolume 물성값: 비내부에너지의 비엔탈피 편미분(압력 일정),vppCondenserSteamVolume thermophysical property: specific internal-energy derivative with respect to specific enthalpy at constant pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_THERMOPROPERTIES_PH,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011929)
vppCondenserSteamVolume.pro.duph,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,m3/kg,vppCondenserSteamVolume 물성값: 비내부에너지의 압력 편미분(비엔탈피 일정),vppCondenserSteamVolume thermophysical property: specific internal-energy derivative with respect to pressure at constant specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_THERMOPROPERTIES_PH,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011930)
vppCondenserSteamVolume.pro.s,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,J/(kg.K),응축기 입구 증기 혼합 체적 비엔트로피,Condenser inlet steam mixing volume specific entropy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011931)
vppCondenserSteamVolume.pro.u,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,J/kg,응축기 입구 증기 혼합 체적 비내부에너지,Condenser inlet steam mixing volume specific internal energy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011932)
vppCondenserSteamVolume.pro.x,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,1,응축기 입구 증기 혼합 체적 증기 질량분율,Condenser inlet steam mixing volume vapour mass fraction,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011933)
vppCondenserSteamVolume.rho,CONDENSER,CONDENSER-STEAM-VOL,MODEL_INTERNAL,REAL,kg/m3,응축기 입구 증기 혼합 체적 밀도,Condenser inlet steam mixing volume density,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011934)
vppECMS52GTClosedCommandNative,ECMS,ECMS,COMMAND_INPUT,BOOL,BOOL,ECMS 52 GT 투입/Closed 명령 외부/Native,ECMS 52 GT Closed Command Native,,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BREAKER_CONTROL,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011935)
vppECMS52STClosedCommandNative,ECMS,ECMS,COMMAND_INPUT,BOOL,BOOL,ECMS 52 ST 투입/Closed 명령 외부/Native,ECMS 52 ST Closed Command Native,,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BREAKER_CONTROL,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011936)
vppECMSBusAAvailable,ECMS,ECMS,MODEL_INTERNAL,BOOL,BOOL,ECMS 모선 A 가용,ECMS Bus A Available,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000292)
vppECMSBusBAvailable,ECMS,ECMS,MODEL_INTERNAL,BOOL,BOOL,ECMS 모선 B 가용,ECMS Bus B Available,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000293)
vppECMSCBInAClosed,ECMS,ECMS,STATE_FEEDBACK,BOOL,BOOL,ECMSCB In A 투입/Closed,ECMSCB In A Closed,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000294)
vppECMSCBInAClosedCommandNative,ECMS,ECMS,COMMAND_INPUT,BOOL,BOOL,ECMSCB In A 투입/Closed 명령 외부/Native,ECMSCB In A Closed Command Native,,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BREAKER_CONTROL,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011937)
vppECMSCBInBClosed,ECMS,ECMS,STATE_FEEDBACK,BOOL,BOOL,ECMSCB In B 투입/Closed,ECMSCB In B Closed,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000295)
vppECMSCBInBClosedCommandNative,ECMS,ECMS,COMMAND_INPUT,BOOL,BOOL,ECMSCB In B 투입/Closed 명령 외부/Native,ECMSCB In B Closed Command Native,,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BREAKER_CONTROL,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011938)
vppECMSCBTieClosed,ECMS,ECMS,STATE_FEEDBACK,BOOL,BOOL,ECMSCB Tie 투입/Closed,ECMSCB Tie Closed,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000296)
vppECMSCBTieClosedCommandNative,ECMS,ECMS,COMMAND_INPUT,BOOL,BOOL,ECMSCB Tie 투입/Closed 명령 외부/Native,ECMSCB Tie Closed Command Native,,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BREAKER_CONTROL,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011939)
vppECMSVCBA01Closed,ECMS,ECMS,STATE_FEEDBACK,BOOL,FEEDBACK,ECMSVCBA 01 투입/Closed,ECMSVCBA 01 Closed,,VCB_A01.CLOSED,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000297)
vppECMSVCBA02Closed,ECMS,ECMS,STATE_FEEDBACK,BOOL,FEEDBACK,ECMSVCBA 02 투입/Closed,ECMSVCBA 02 Closed,,VCB_A02.CLOSED,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000298)
vppECMSVCBB01Closed,ECMS,ECMS,STATE_FEEDBACK,BOOL,FEEDBACK,ECMSVCBB 01 투입/Closed,ECMSVCBB 01 Closed,,VCB_B01.CLOSED,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000299)
vppExternalSTTripCommandNative,DCS1,STG,COMMAND_INPUT,BOOL,COMMAND,ST 외부 Trip 운전/시험 명령,ST external trip operator/test command,,CMD.ST.TRIP,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,GT_ST_PROTECTION_TEST,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011940)
vppExternalTripCommandNative,DCS1,GTG,COMMAND_INPUT,BOOL,COMMAND,GT 외부 Trip 운전/시험 명령,GT external trip operator/test command,,CMD.GT.TRIP,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,GT_ST_PROTECTION_TEST,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011941)
vppGTBreakerOpenCauseState,PLANT_MODEL,vppGTBreakerOpenCauseState,PROTECTION_CAUSE,BOOL,BOOL,52GT 운전 중 개방 원인 래치 상태,latched 52GT-open-while-running initiating cause,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,GITHUB_EXACT_DECLARATION,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000300)
vppGTExhaustMassFlowCommand.signal,PLANT_MODEL,vppGTExhaustMassFlowCommand,PHYSICAL_OR_PROCESS,REAL,kg/s,GT 배기가스 질량유량 명령 신호,GT exhaust mass-flow command signal,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED_BY_CONNECTION,MODELICA_CONNECTION_TRACE,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011942)
vppGTExhaustMassFlowState,GT,GT EXHAUST,PHYSICAL_OR_PROCESS,REAL,kg/s,GT 배기가스 질량유량 상태,GT exhaust mass-flow state,,TSP.FG_IN.MASS_FLOW_IN,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100000250)
vppGTExhaustMassFlowTH,GT,GT EXHAUST,PHYSICAL_OR_PROCESS,REAL,t/h,GT 배기가스 질량유량,GT exhaust mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100011943)
